transfermarkt_id	futbolcu	gol	mac	istatistik_durumu	kulup_sayisi	aciklama
336130	Massimo Palanca	154	458	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
478811	Pietro Pianta	154	239	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
221674	Raúl Vicente Amarilla	154	374	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
100659	Siegfried Susser	154	604	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
466684	Steve Moran	154	413	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
5360	Tony Vairelles	154	582	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
177129	Trevor Morley	154	459	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
20812	Wojciech Kowalczyk	154	408	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
335610	Carlo Della Corna	153	197	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
227645	Gianfranco Cinello	153	548	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
262229	Jan de Jonge	153	410	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
7935	José Mari Bakero	153	501	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
313466	Loriano Cipriani	153	476	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
135100	Marañón	153	395	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
214120	Pichi Alonso	153	355	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
246162	Adílio	152	670	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
117492	Bernard Genghini	152	440	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
409211	Chris Pike	152	396	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
12000	Éric Cantona	152	370	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
116128	Frank Arnesen	152	346	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
8542	George Weah	152	350	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
223256	Imre Varadi	152	427	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
102759	Miklos Molnar	152	310	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
135790	Paolo Pulici	152	402	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
234428	Thomas Nordahl	152	386	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
106968	Tomáš Skuhravý	152	368	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
356	Andreas Thom	151	440	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
98237	Bernd Nickel	151	446	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
117771	Billy Hamilton (futbolcu)	151	468	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
519006	Costante Tivelli	151	474	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
119392	Danilo Popivoda	151	583	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
17948	Dieter Eckstein	151	447	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
3628	João Vieira Pinto	151	483	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
206493	Marco Boogers	151	365	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
397455	Roberto Di Nicola	151	560	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
17095	Samuel Koejoe	151	371	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
915	Bart Goor	150	666	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
176832	David Speedie	150	542	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
32202	Edwin van Ankeren	150	498	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
149165	Hennie Meijer	150	420	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
9869	Ilija Ivić	150	364	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
99945	Ion Vlădoiu	150	390	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
171981	Ronen Harazi	150	337	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
6927	Vladimir Besçastnıh	150	452	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
71796	Aitor Huegun Etxeberria	149	555	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
738845	Alfredo Obberti	149	148	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
95516	Dieter Brenninger	149	400	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
401374	Edmilson Dias de Lucena	149	452	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
3142	Emile Heskey	149	634	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
9766	Goran Vlaović	149	291	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
17304	Håvard Flo	149	405	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
131800	Manfred Kipp	149	258	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
193224	Marcus Vinicius de Morais	149	274	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
135531	Mats Magnusson	149	254	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
335285	Maurizio Rossi	149	174	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
7283	Paulo Sérgio Rosa	149	398	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
227655	Rino Gandini	149	170	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
151355	Amara Traoré	148	386	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
4113	Brett Ormerod	148	564	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
6888	Daniel Gabriel Pancu	148	548	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
505188	Dave Bamber	148	438	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
128174	Greg Nwokolo	148	307	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
254758	Harald Berg	148	452	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
89901	Herbert Laumen	148	347	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
67378	Jamie Forrester	148	496	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
215684	Léon Semmeling	148	898	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
7977	Mate Bilić	148	480	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
262191	Michael Curcija	148	305	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
177275	Paul Rideout	148	593	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
149145	Serghei Cleșcenco	148	511	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
145128	Stanislav Karasi	148	400	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
135738	Baltazar Maria de Morais Júnior	147	308	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
117770	Colin Clarke (1962 doğumlu futbolcu)	147	398	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
304008	Daniel Aquino	147	385	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
120310	Foeke Booy	147	408	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
102614	François Omam-Biyik	147	347	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
84078	Hans-Joachim Abel	147	316	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
97457	Heikko Glöde	147	482	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
2808	Ibrahima Sidibe	147	422	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
646	Jonathan Akpoborie	147	325	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
130298	Kurt Welzl	147	374	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
224527	Massimiliano Caniato	147	188	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
9476	Matthias Reincke	147	308	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
3230	Paulo Wanchope	147	267	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
1553	Radosław Gilewicz	147	443	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
222449	Steve Earle	147	486	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
17278	Valeri Shmarov	147	496	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
142884	Willem van Hanegem	147	521	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
84009	Holger Aden	146	302	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
52768	Humberlito Borges	146	348	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
7630	Julen Guerrero	146	384	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
119161	Michael Manniche	146	381	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
127756	Michael Obiku	146	308	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
147706	Milko Djurovski	146	289	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
15004	Nicolae Dică	146	405	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
607190	Peter Noble	146	579	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
115758	Richard Niederbacher	146	353	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
298409	Serge Chiesa	146	606	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
14921	Sibusiso Zuma	146	446	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
295176	Teitur Thordarson	146	333	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
29582	Ante Miliçiç	145	362	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
151955	Dick van Dijk	145	226	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
17167	Emil Kostadinov	145	355	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
296111	Enrique Galán	145	359	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
405901	Enzo Bravi	145	118	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
166913	Franco Lerda	145	431	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
22085	Giuseppe Mascara	145	550	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
203622	Ian Baird	145	494	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
26380	Jairo Castillo	145	466	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
117226	Jan Urban	145	489	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
350	Kjetil Rekdal	145	427	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
401418	Peter Duffield	145	437	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
7108	Salvatore Bruno	145	478	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
500802	Bruno Zanolla	144	437	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
101382	Bryan Robson	144	574	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
481947	Emmanuel Clément	144	301	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
128992	Gérard Soler	144	452	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
146173	Harald Nielsen	144	229	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
1398	Joël Tchami	144	282	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
117417	Kálmán Kovács	144	340	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
335745	Luigi Imparato	144	288	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
196473	Marc Van Der Linden	144	400	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
367294	Nir Levine	144	419	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
176497	Peter Davenport	144	560	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
717	Sabin Ilie	144	320	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
5708	Víctor Bonilla	144	393	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
297876	Willie Irvine	144	289	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
96660	Arne Larsen Økland	143	280	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
498192	Dave Swindlehurst	143	526	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
73643	Juan Samudio	143	304	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
114457	Lothar Leiendecker	143	308	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
17894	Marcelinho Carioca	143	529	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
206343	Maurice Graef	143	338	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
106966	Milan Luhový	143	315	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
215097	Mirsad Kovačevič	143	434	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
101909	Nestor Subiat	143	336	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
12151	Reinaldo da Cruz Oliveira	143	412	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
106101	Ríkharður Daðason	143	302	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
7381	Tomislav Erceg	143	348	EKSIK	10	Weekly match dataset only; historical aggregate unavailable
8008	David Karanka	142	428	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
207856	Edwin Gorter	142	487	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
431087	Ernesto Galli	142	404	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
224594	Fulvio Simonini	142	479	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
94097	Georg Volkert	142	462	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
21912	Nicola Caccia	142	524	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
6904	Sergen Yalçın	142	428	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
35968	Srđan Baljak	142	400	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
1424	Diego Klimowicz	141	442	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
34642	Ermin Rakovič	141	386	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
259446	Günter Kaltenbrunner	141	276	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
141231	Jules Bocandé	141	413	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
46470	Kwame Ayew	141	317	EKSIK	9	Weekly match dataset only; historical aggregate unavailable
78773	Markus Erdmann	141	196	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
1136360	Paul Aimson	141	340	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
145778	Paul Stewart	141	566	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
120540	Pietro Paolo Virdis	141	423	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
135637	René van de Kerkhof	141	521	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
503187	Rodger Wylde	141	385	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
231	Steffen Baumgart	141	535	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
96272	Willi Lippens	141	336	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
15412	Ali Karimi	140	309	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
121942	Arnór Guðjohnsen	140	507	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
300623	Bernard Blanchet	140	435	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
78492	Carlos Casartelli	140	429	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
8311	Karim Benyamina	140	426	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
95890	Marcel Răducanu	140	439	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
389885	Orazio Sorbello	140	552	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
26415	Patrick Mboma	140	245	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
84666	Peter Rasmussen	140	426	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
350457	Remco Boere	140	272	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
15634	Robert Špehar	140	271	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
131799	Ulrich Kallius	140	262	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
97912	Włodzimierz Smolarek	140	473	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
7388	Zafer Biryol	140	373	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
800823	Ángel Liciardi	139	166	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
142685	Bruce Rioch	139	608	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
92240	Bülent Uygun	139	283	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
135742	Carlos Ruiz Herrero	139	341	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
466674	Dave Leworthy	139	314	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
334121	Drago Vabec	139	413	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
223297	Emanuel De Porras	139	276	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
15547	Enzo Scifo	139	478	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
5412	Francileudo Santos	139	318	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
106973	Gabriel Calderón	139	975	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
15242	Grzegorz Rasiak	139	377	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
9933	Ionel Gane	139	414	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
95070	Klaus Täuber	139	334	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
132985	Ladislav Vízek	139	382	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
3610	Marcus Fischer	139	310	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
29143	Oli	139	478	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
258057	Pablo Bengoechea	139	458	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
169932	Richard Daddy Owubokiri	139	250	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
28342	Samuel Michel	139	401	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
135361	Serginho Chulapa	139	201	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
349951	Steve Lovell	139	414	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
88138	Vyaçeslav Kamoltsev	139	440	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
368010	Alberto Torresin	138	163	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
96215	Benny Wendt	138	361	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
116749	Boyço Veliçkov	138	350	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
223008	Claudio Clementi	138	497	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
373780	David Currie	138	513	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
77338	Dieter Hecking	138	513	EKSIK	11	Weekly match dataset only; historical aggregate unavailable
5275	Dirk Anders	138	620	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
17543	Frank Löning	138	387	EKSIK	9	Weekly match dataset only; historical aggregate unavailable
95136	Hans Pirkner	138	335	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
85276	Marco Sansovini	138	489	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
288015	Osman Arpacıoğlu	138	276	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
436114	Patrick Cubaynes	138	311	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
145513	Paulo César Caju	138	446	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
97399	Peter Meyer	138	193	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
82839	Salvatore Pinna	138	490	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
246709	Sergio Fortunato	138	277	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
225918	Alan Warboys	137	487	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
181846	Ayan Sadakov	137	419	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
23941	Bakari Koné	137	370	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
154731	Bruno Giordano	137	377	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
301469	Colin West	137	467	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
145534	Fernando Gómez Colomer	137	513	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
6668	Gerald Vanenburg	137	513	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
97158	Hansi Müller	137	414	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
7561	Iván Kaviedes	137	292	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
190504	Javier Patiño	137	341	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
5354	Juninho Pernambucano	137	504	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
17275	Muhammed Zidan	137	331	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
1680	Patrick Würll	137	433	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
176086	Peter Cormack	137	487	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
87896	Richard Cyron	137	380	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
10298	Saša Ilić	137	328	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
482288	Víctor Trossero	137	381	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
142978	Alain Caveglia	136	333	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
1431	Bernardo Romeo	136	345	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
4463	Earnie Stewart	136	484	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
474461	Giovanni Carlo Ferrari	136	406	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
227393	Massimo Barbuti	136	350	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
176754	Peter Osgood	136	453	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
482127	Roberto Cabral	136	306	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
136785	Tullio Gritti	136	417	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
318999	Walter Mirabelli	136	481	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
724	Achim Weber	135	294	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
319936	Albert Gemmrich	135	368	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
102331	Bonço Gençev	135	581	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
177284	Brian Godfrey	135	594	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
6008	Claudio Bellucci	135	443	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
252430	David Eyres	135	623	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
23019	Gheorghe Craioveanu	135	459	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
97479	Henrik Agerbeck	135	549	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
41561	José Ignacio Castillo	135	297	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
222392	Piet den Boer	135	288	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
15295	René Eijkelkamp	135	471	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
29931	Sergio van Dijk	135	369	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
10444	Branko Strupar	134	222	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
43783	Colin Cramb	134	451	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
142694	Derek Johnstone	134	383	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
304231	Duncan McKenzie	134	400	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
148720	François Van der Elst	134	405	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
521015	Gabriele Messina	134	404	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
29488	Illés Zsolt Sitku	134	380	EKSIK	10	Weekly match dataset only; historical aggregate unavailable
103142	Juan Ángel Paredes	134	325	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
230352	Justin Fashanu	134	356	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
4557	Kenneth Perez	134	419	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
249183	Leighton James	134	645	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
18993	Patrick Ogunsoto	134	305	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
112277	Robert Prytz	134	576	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
223115	Sandro Tovalieri	134	451	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
176292	Alex Bunbury	133	296	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
287383	Andrea Deflorio	133	484	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
530	Andreas Herzog	133	475	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
295580	Claudio Maiani	133	164	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
13711	Erik Nevland	133	341	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
223478	Fabrizio Provitali	133	375	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
224064	Gary Brazil	133	560	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
608595	Manuel António	133	276	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
15820	Martín Ligüera	133	440	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
228211	Michael Meaker	133	387	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
101322	Nigel Clough	133	633	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
215682	Odilon Polleunis	133	433	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
84703	Thomas Adler	133	405	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
133465	Tore André Dahlum	133	309	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
91140	Adriano Chuva	132	284	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
1008	Andreas Haas	132	242	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
8066	Ángel Cuéllar	132	417	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
12637	Billy Osman Mehmet	132	350	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
345095	El-Muiz Ali	132	189	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
6781	Francesco Flachi	132	361	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
118168	Franky Vercauteren	132	546	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
84053	Hans-Werner Hartl	132	354	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
244678	Jan Simoen	132	261	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
99720	Jürgen Papies	132	273	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
1541	Marcus Marin	132	417	EKSIK	10	Weekly match dataset only; historical aggregate unavailable
21654	Martin Dahlin	132	242	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
202797	Paul Walsh	132	521	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
5198	Phillip Cocu	132	598	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
145514	Renato Cunha Valle	132	138	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
21665	Thomas Allofs	132	332	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
95872	Atli Eðvaldsson	131	448	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
96103	Bernard Zénier	131	467	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
227857	Gary Bull	131	380	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
17163	Ivaylo Andonov	131	395	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
97233	José Andrade	131	280	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
520	Marco Bode	131	421	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
180242	Mark Walters	131	601	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
180478	Massimo Agostini	131	497	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
173733	Maurizio Franzone	131	118	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
38033	Michael Zorc	131	468	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
128723	Patrice Garande	131	385	EKSIK	10	Weekly match dataset only; historical aggregate unavailable
92082	Rui Águas (futbolcu)	131	304	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
514295	Sabir Khamzin	131	182	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
