transfermarkt_id	futbolcu	gol	mac	istatistik_durumu	kulup_sayisi	aciklama
226513	Mauro Rosin	583	659	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
288463	Paolo Bordoni	504	503	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
364082	Jan Goossens	489	651	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
226113	Giacomo Zunico	481	554	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
89230	Eusébio	464	431	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
245801	Hugo Rubini	450	507	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
88989	Roger Milla	437	670	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
84528	Hugo Sánchez	432	711	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
78388	Hans Krankl	426	518	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
223467	Attilio Gregori	424	407	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
387649	Mirko Benevelli	417	519	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
363909	Luís Alberto da Silva Lemos	415	712	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
200631	Jimmy Greaves	410	528	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
7942	Romário	404	469	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
514015	Walter Ciappi	403	584	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
155070	Carlos Bianchi	400	562	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
216653	Claudio Garella	400	521	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
102486	John Aldridge	382	673	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
268382	Coutinho	379	463	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
13900	Patrick Goots	374	690	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
13767	Manfred Burgsmuller	372	722	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
17299	Damian Mori	368	596	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
95887	Patricio Margetic	363	579	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
22416	Anton Polster	359	559	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
200746	José Luis González Vázquez	356	312	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
24310	Giovanni Indiveri	352	318	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
338943	Carmine Amato	345	353	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
227280	Alessandro Mannini	342	473	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
115064	Fernando Gomes	342	432	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
226517	Marco Savorani	341	341	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
96563	Lothar Emmerich	340	585	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
226098	Davide Torchia	338	353	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
481879	Juli Veee	336	489	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
8141	Julio Salinas	336	707	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
9854	Nikos Liberopoulos	336	695	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
1724	Christoph Westerthaler	335	873	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
447867	Maurizio Memo	332	335	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
142872	Ruud Geels	329	473	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
226392	Roberto Aliboni	327	448	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
3110	Alan Shearer	326	560	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
133753	Teófilo Cubillas	325	514	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
135696	László Fazekas	324	546	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
390712	Massimo Bianchi	324	346	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
135094	Quini	324	566	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
8021	Johan Cruyff	323	515	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
380100	Oriano Boschin	323	336	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
118167	Erwin Vandenbergh	322	565	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
37264	Mario Kempes	322	555	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
338190	Graziano Vinti	321	336	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
489532	Zelico Petrovic	321	369	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
150471	Willy van der Kuijlen	318	545	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
227304	Giulio Drago	317	383	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
101126	Ally McCoist	316	595	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
228142	Ivan Gamberini	316	305	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
780971	Rodolfo Fischer	316	347	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
13775	Rudi Völler	314	542	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
117633	Sócrates	314	639	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
97599	Karl-Heinz Granitza	311	443	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
431098	Gian Nicola Pinotti	309	341	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
8024	Diego Maradona	306	491	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
53817	Sebastián Abreu	306	558	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
12948	Emmanuel Kenmogne	305	464	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
468670	Roberto Marconcini	305	436	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
640999	Evanivaldo Castro	304	472	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
176520	Joe Baker	304	507	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
84073	Hans Walitza	303	523	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
101748	Josip Weber	302	515	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
84173	Klaus Fischer	302	545	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
97099	Nico Claesen	302	711	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
5959	Gabriel Batistuta	301	430	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
223453	Simone Braglia	301	346	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
227398	Roberto Corti	300	386	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
222775	Nello Cusin	298	316	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
176358	Ron Davies	297	644	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
143452	Fernando Morena	295	316	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
129083	Iván Zamorano	294	519	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
226494	Giordano Negretti	293	349	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
169662	Mario Paradisi	291	305	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
16980	Jürgen Klinsmann	289	528	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
35032	Mustafa Kocabey	289	519	EKSIK	12	Weekly match dataset only; historical aggregate unavailable
132458	Andrzej Szarmach	288	451	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
3501	Stéphane Chapuisat	287	557	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
22256	Gary Lineker	286	462	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
387390	Gary Heale	285	515	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
95084	Nico Braun	285	465	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
141046	Włodzimierz Lubański	285	430	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
116370	Nené	284	421	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
386926	Ron Futcher	284	630	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
6397	Dario Hübner	283	581	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
145743	Ian Rush	282	601	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
495730	Paolo De Toffol	282	326	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
245798	Alessandro Zaninelli	281	326	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
224546	Fabio Brini	281	314	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
476636	Raffaele Trentini	281	356	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
38243	Rolando Fonseca	281	440	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
7940	Ronald Koeman	280	535	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
12406	Fritz Walter	278	569	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
638323	Alan Willey	275	455	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
21336	Alessandro Cesaretti	275	264	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
227413	Enzo Biato	275	406	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
102346	Petar Mihtarski	275	605	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
3625	Mário Jardel	274	358	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
176054	Ted MacDougall	274	571	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
27656	Luc Nilis	273	460	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
380045	Roberto Renzi	273	316	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
74	Ulf Kirsten	273	504	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
7939	Gheorghe Hagi	272	516	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
447901	Enrico Cavalieri	271	283	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
7896	Savo Milošević	271	476	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
4977	Alexander Frei	269	461	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
135001	José Reinaldo de Lima	269	477	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
243923	Martin Chivers	269	551	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
3623	Pauleta	269	458	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
22449	John Bosman	268	522	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
128999	Bernard Lacombe	267	497	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
3526	Giuseppe Signori	267	541	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
3242	Mark Viduka	267	409	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
256335	Sergio Spuri	267	346	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
101754	Paul Van Himst	266	520	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
176830	Pop Robson	266	674	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
90976	Tanju Çolak	266	296	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
389073	Luciano Bertoni	265	326	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
88994	Michel Platini	265	432	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
150618	Kees Kist	264	521	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
224015	Salif Keïta (futbolcu)	264	432	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
328840	Frank Worthington	262	828	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
174986	George Best	262	708	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
176920	Mick Channon	262	755	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
145374	Pietro Anastasi	261	427	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
39502	Carlos Ruiz	260	448	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
135269	Kenny Dalglish	260	559	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
483771	Carlos Morete	259	514	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
187734	Tommy Tynan	259	646	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
15447	Tony Cascarino	259	589	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
97301	Jupp Heynckes	258	397	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
174867	Denis Law	257	485	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
102320	Rashidi Yekini	257	365	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
62280	Wilmer Velásquez	257	501	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
404768	Giorgio Pellizzaro	256	306	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
126928	Václav Daněk	256	475	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
36297	Erwin Kostedde	255	465	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
143514	Héctor Yazalde	255	383	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
102348	Petar Aleksandrov	255	474	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
95520	Franz Gerber	254	471	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
224555	Nicola Di Leo	254	303	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
468565	Romano Cazzaniga	254	283	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
107792	Tony Cottee	254	626	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
7159	Taner Demirbaş	253	382	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
5493	Esteban Fuertes	250	580	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
102182	Iván Valenciano	250	452	EKSIK	8	Weekly match dataset only; historical aggregate unavailable
107104	Mark Stein	249	668	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
122140	Rodion Cămătaru	249	469	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
17364	Walter Schachner	249	508	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
104637	Ian Wright	248	501	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
17168	Jean-Pierre Papin	248	420	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
114194	Manuel Fernandes	248	485	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
4153	Roberto Baggio	248	492	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
4035	Barry Hayles	247	758	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
58109	Blas Pérez	247	478	EKSIK	10	Weekly match dataset only; historical aggregate unavailable
116708	Plamen Getov	247	457	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
143492	Miguel Ángel Brindisi	246	558	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
102030	Peter Beardsley	246	757	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
3958	Rainer Rauffmann	245	322	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
81651	Dieter Schatzschneider	244	429	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
117764	Jimmy Quinn (1959 doğumlu futbolcu)	244	659	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
130319	Trevor Francis	244	627	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
177213	Bob Latchford	243	566	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
117626	Careca	242	389	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
96198	Dieter Müller	242	409	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
101049	Eric Viscaal	242	688	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
152368	Peter Houtman	242	477	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
22212	Stefan Schwoch	242	685	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
9876	Vasilios Çiartas	242	638	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
234703	Mordehay Şpigler	241	429	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
116383	Rui Jordão	241	390	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
385073	Carlo Riccetelli	240	314	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
102338	Nasko Sirakov	240	406	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
117619	Zico	240	333	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
132879	Carlos Caszely	239	371	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
21235	Igor Protti	239	644	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
135091	Daniel Ruiz	238	519	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
3187	Dennis Bergkamp	238	552	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
296733	Neil Martin	238	557	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
7479	Darko Kovačević	237	530	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
3500	Sonny Anderson	237	457	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
168243	Alon Mizrahi	236	423	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
130538	Joe Harper	236	433	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
117190	Kerry Dixon	236	593	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
222981	Nello Malizia	236	301	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
21926	Denis Godeas	235	668	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
29914	Mo Johnston	235	623	EKSIK	9	Weekly match dataset only; historical aggregate unavailable
1037	Antti Sumiala	234	554	EKSIK	9	Weekly match dataset only; historical aggregate unavailable
147980	Raoul Lambert	234	373	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
223295	Allan Clarke	233	514	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
522786	Dario Marigo	233	294	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
475865	Maurizio Moscatelli	233	292	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
84880	Hami Mandıralı	232	446	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
9540	Isaac Boakye	232	272	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
118147	Jan Ceulemans	232	517	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
112591	Ramón Díaz	232	499	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
132409	Vahid Halilhodžić	232	418	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
8026	Allan Simonsen	231	516	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
222530	Micky Quinn	231	530	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
97314	Steen Thychosen	231	444	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
3756	Daniel Huss	230	364	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
104053	Lyuboslav Penev	230	432	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
521228	Vincenzo Laveneziana	230	285	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
335	Ali Dayi	229	294	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
18333	Attila Tököli	229	473	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
21718	Vioresin Sinani	229	426	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
13761	Klaus Allofs	228	514	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
5088	Marek Leśniak	227	661	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
9660	Bengt Sæternes	226	478	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
176758	Bobby Tambling	226	487	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
343502	Fandi Ahmad	226	334	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
80024	Luis García Postigo	226	480	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
223228	Marco Gabbiadini	226	666	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
129633	Alfred Riedl	225	479	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
885099	Eduardo Antunes Coimbra	225	458	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
85458	Kevin Keegan	225	592	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
296347	Nenad Bjeković	225	547	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
172079	Braeden Cloutier	224	377	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
95830	Hannes Löhr	224	442	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
3853	Nikos Machlas	224	489	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
108301	Torbjörn Nilsson	224	408	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
513611	Enrico Nieri	223	245	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
301148	Fleury Di Nallo	223	475	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
3645	Les Ferdinand	223	504	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
227996	Luther Blissett	223	619	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
135644	Rob Rensenbrink	223	479	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
176911	Rodney Marsh	223	505	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
328	Tony Yeboah	223	411	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
15554	Ole Martin Årst	222	430	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
22287	Saul Santarelli	222	205	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
176064	Tony Hateley	222	451	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
176838	Clive Walker	221	765	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
4358	Mateja Kežman	221	378	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
39780	Bernd Hölzenbein	220	581	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
116072	Enzo Francescoli	220	510	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
231597	Brian Kidd	219	547	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
26541	Bebeto	218	348	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
222887	Frank Large	218	586	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
249012	Antonio Vettore	217	273	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
176743	Barry Bridges	217	481	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
56	Oliver Bierhoff	217	350	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
9345	Sven Kretschmer	217	587	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
514	Jan Åge Fjørtoft	216	458	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
626856	Bob Hatton	215	617	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
26049	Claudiu Niculescu	215	447	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
504699	Franco Paleari	215	318	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
120394	Oscar Dertycia	215	538	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
109446	Lothar Ulsaß	214	356	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
78330	Siegfried Reich	214	434	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
130072	Zdeněk Nehoda	214	441	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
134593	Carmel Busuttil	213	500	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
253562	Kurniawan Dwi Yulianto	213	429	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
135003	Roberto Dinamite	213	339	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
289529	Alex Dawson	212	394	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
271582	Carlos Antonio Muñoz Cobo	212	480	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
92213	Dean Saunders	212	618	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
95443	Edi Kirschner	212	417	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
466601	François M'Pelé	212	465	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
176707	Malcolm Macdonald	212	430	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
304588	Ole Fritsen	212	392	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
25133	Valeri Popovitch	212	464	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
84562	Frank Mill	211	526	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
251220	José Antonio Zaldúa	211	531	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
97894	Lajos Détári	211	461	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
513624	Sauro Frutti	211	598	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
17557	Alberto Acosta	210	455	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
97692	Emanuel Günther	210	559	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
4226	Fabrizio Ravanelli	210	561	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
8014	Giovanni Silva de Oliveira	210	412	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
314952	Majid Musisi	210	345	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
457	Pavel Kuka	210	440	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
121102	Pedro Uralde	209	572	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
7080	Washington	209	311	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
9538	Wynton Rufer	209	502	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
228397	Cosimo Francioso	208	502	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
186326	Harry van der Laan	208	352	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
176101	John Benjamin Toshack	208	471	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
42119	Massimiliano Guidetti	208	519	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
236049	Nestor Combin	208	426	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
72584	Carlos María Morales	207	528	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
15328	Davor Vugrinec	207	547	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
229676	Gérson	207	533	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
84555	Roland Wohlfarth	207	452	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
101327	Alan Smith (1962 doğumlu futbolcu)	205	551	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
101752	Alexandre Czerniatynski	205	505	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
803	Arie van Lent	205	455	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
431090	Graziano Piagnerelli	205	243	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
117257	Hendrie Krüzen	205	750	EKSIK	7	Weekly match dataset only; historical aggregate unavailable
4675	Jari Litmanen	205	449	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
145348	Luigi Riva	205	337	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
95071	Michael Tönnies	205	364	EKSIK	6	Weekly match dataset only; historical aggregate unavailable
101047	Wim Kieft	205	402	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
226503	Giovanni Pisano	204	500	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
97296	Helmut Dudek	204	337	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
359113	Jorge Orlando Aravena Plaza	204	413	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
97200	Jörg Wolff	204	397	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
223302	Nigel Jemson	204	1089	EKSIK	4	Weekly match dataset only; historical aggregate unavailable
236120	Silva Batuta	204	357	EKSIK	2	Weekly match dataset only; historical aggregate unavailable
116152	Charlie Nicholas	203	600	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
102499	David Kelly (futbolcu)	203	607	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
96182	Preben Elkjær	203	344	EKSIK	1	Weekly match dataset only; historical aggregate unavailable
92239	Feyyaz Uçar	202	399	EKSIK	3	Weekly match dataset only; historical aggregate unavailable
228112	Girolamo Bizzarri	202	535	EKSIK	5	Weekly match dataset only; historical aggregate unavailable
